RRUFFID,normalized_formula_df_rruff,normalized_formula_df_cod,composition_df,cod_id
R040129,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9002201
R040129,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9002202
R040129,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9002203
R040129,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9003700
R040129,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9003701
R040129,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9003702
R040129,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",1521704
R040129,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",2310574
R040129,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",2107372
R040129,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",1544370
R050253,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9000525
R050253,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9000526
R050253,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9000527
R050253,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9000528
R050253,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9000529
R050253,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9000530
R050253,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9000531
R050253,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9000584
R050253,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9000585
R050253,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9000586
R050253,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9000702
R050253,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9000703
R050253,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9000704
R050253,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9000705
R050253,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9000706
R050253,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9000707
R050253,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9000708
R050253,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9000993
R050253,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9001257
R050253,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9001630
R050253,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9001631
R050253,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9001632
R050253,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9001633
R050253,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9001634
R050253,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9001635
R050253,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9002196
R050253,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9002197
R050253,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9002198
R050253,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9002199
R050253,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9002200
R050253,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9002201
R050253,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9002202
R050253,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9002203
R050253,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9003700
R050253,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9003701
R050253,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9003702
R050253,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",1521704
R050253,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",2310574
R050253,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",2107372
R050253,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",1544370
R050402,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9000525
R050402,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9000526
R050402,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9000527
R050402,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9000528
R050402,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9000529
R050402,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9000530
R050402,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9000531
R050402,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9000584
R050402,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9000585
R050402,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9000586
R050402,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9000702
R050402,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9000703
R050402,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9000704
R050402,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9000705
R050402,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9000706
R050402,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9000707
R050402,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9000708
R050402,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9000993
R050402,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9001257
R050402,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9001630
R050402,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9001631
R050402,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9001632
R050402,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9001633
R050402,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9001634
R050402,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9001635
R050402,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9002196
R050402,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9002197
R050402,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9002198
R050402,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9002199
R050402,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9002200
R050402,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9002201
R050402,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9002202
R050402,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9002203
R050402,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9003700
R050402,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9003701
R050402,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9003702
R050402,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",1521704
R050402,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",2310574
R050402,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",2107372
R050402,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",1544370
R060054,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9000525
R060054,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9000526
R060054,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9000527
R060054,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9000528
R060054,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9000529
R060054,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9000530
R060054,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9000531
R060054,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9000584
R060054,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9000585
R060054,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9000586
R060054,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9000702
R060054,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9000703
R060054,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9000704
R060054,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9000705
R060054,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9000706
R060054,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9000707
R060054,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9000708
R060054,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9000993
R060054,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9001257
R060054,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9001630
R060054,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9001631
R060054,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9001632
R060054,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9001633
R060054,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9001634
R060054,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9001635
R060054,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9002196
R060054,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9002197
R060054,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9002198
R060054,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9002199
R060054,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9002200
R060054,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9002201
R060054,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9002202
R060054,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9002203
R060054,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9003700
R060054,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9003701
R060054,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9003702
R060054,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",1521704
R060054,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",2310574
R060054,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",2107372
R060054,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",1544370
R070268,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9000525
R070268,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9000526
R070268,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9000527
R070268,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9000528
R070268,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9000529
R070268,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9000530
R070268,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9000531
R070268,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9000584
R070268,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9000585
R070268,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9000586
R070268,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9000702
R070268,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9000703
R070268,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9000704
R070268,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9000705
R070268,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9000706
R070268,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9000707
R070268,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9000708
R070268,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9000993
R070268,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9001257
R070268,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9001630
R070268,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9001631
R070268,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9001632
R070268,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9001633
R070268,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9001634
R070268,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9001635
R070268,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9002196
R070268,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9002197
R070268,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9002198
R070268,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9002199
R070268,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9002200
R070268,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9002201
R070268,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9002202
R070268,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9002203
R070268,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9003700
R070268,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9003701
R070268,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",9003702
R070268,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",1521704
R070268,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",2310574
R070268,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",2107372
R070268,NaAlSi3O8,AlNaO8Si3,"{'Na': 1.0, 'Al': 1.0, 'Si': 3.0, 'O': 8.0}",1544370
R050043,CaCeAl2FeSi2O7SiO4OOH,Al2CaCeFeHO13Si3,"{'Ca': 1.0, 'Ce': 1.0, 'Al': 2.0, 'Fe': 1.0, 'Si': 3.0, 'O': 13.0, 'H': 1.0}",1542087
R060418,CaCeAl2FeSi2O7SiO4OOH,Al2CaCeFeHO13Si3,"{'Ca': 1.0, 'Ce': 1.0, 'Al': 2.0, 'Fe': 1.0, 'Si': 3.0, 'O': 13.0, 'H': 1.0}",1542087
R080044,CaCeAl2FeSi2O7SiO4OOH,Al2CaCeFeHO13Si3,"{'Ca': 1.0, 'Ce': 1.0, 'Al': 2.0, 'Fe': 1.0, 'Si': 3.0, 'O': 13.0, 'H': 1.0}",1542087
R080092,CaCeAl2FeSi2O7SiO4OOH,Al2CaCeFeHO13Si3,"{'Ca': 1.0, 'Ce': 1.0, 'Al': 2.0, 'Fe': 1.0, 'Si': 3.0, 'O': 13.0, 'H': 1.0}",1542087
R040006,LiAlPO4F,AlFLiO4P,"{'Li': 1.0, 'Al': 1.0, 'P': 1.0, 'O': 4.0, 'F': 1.0}",9001295
R040067,LiAlPO4F,AlFLiO4P,"{'Li': 1.0, 'Al': 1.0, 'P': 1.0, 'O': 4.0, 'F': 1.0}",9001295
R050258,Al2SiO5,Al2O5Si,"{'Al': 2.0, 'Si': 1.0, 'O': 5.0}",1008755
R050258,Al2SiO5,Al2O5Si,"{'Al': 2.0, 'Si': 1.0, 'O': 5.0}",1008759
R050258,Al2SiO5,Al2O5Si,"{'Al': 2.0, 'Si': 1.0, 'O': 5.0}",1010329
R050258,Al2SiO5,Al2O5Si,"{'Al': 2.0, 'Si': 1.0, 'O': 5.0}",1010924
R050258,Al2SiO5,Al2O5Si,"{'Al': 2.0, 'Si': 1.0, 'O': 5.0}",1010987
R050258,Al2SiO5,Al2O5Si,"{'Al': 2.0, 'Si': 1.0, 'O': 5.0}",1011204
R050258,Al2SiO5,Al2O5Si,"{'Al': 2.0, 'Si': 1.0, 'O': 5.0}",2101671
R050258,Al2SiO5,Al2O5Si,"{'Al': 2.0, 'Si': 1.0, 'O': 5.0}",9000710
R050258,Al2SiO5,Al2O5Si,"{'Al': 2.0, 'Si': 1.0, 'O': 5.0}",9000711
R050258,Al2SiO5,Al2O5Si,"{'Al': 2.0, 'Si': 1.0, 'O': 5.0}",9000712
R050258,Al2SiO5,Al2O5Si,"{'Al': 2.0, 'Si': 1.0, 'O': 5.0}",9000713
R050258,Al2SiO5,Al2O5Si,"{'Al': 2.0, 'Si': 1.0, 'O': 5.0}",9000714
R050258,Al2SiO5,Al2O5Si,"{'Al': 2.0, 'Si': 1.0, 'O': 5.0}",9000715
R050258,Al2SiO5,Al2O5Si,"{'Al': 2.0, 'Si': 1.0, 'O': 5.0}",9000716
R050258,Al2SiO5,Al2O5Si,"{'Al': 2.0, 'Si': 1.0, 'O': 5.0}",9000717
R050258,Al2SiO5,Al2O5Si,"{'Al': 2.0, 'Si': 1.0, 'O': 5.0}",9000718
R050258,Al2SiO5,Al2O5Si,"{'Al': 2.0, 'Si': 1.0, 'O': 5.0}",9000719
R050258,Al2SiO5,Al2O5Si,"{'Al': 2.0, 'Si': 1.0, 'O': 5.0}",9000720
R050258,Al2SiO5,Al2O5Si,"{'Al': 2.0, 'Si': 1.0, 'O': 5.0}",9000721
R050258,Al2SiO5,Al2O5Si,"{'Al': 2.0, 'Si': 1.0, 'O': 5.0}",9000722
R050258,Al2SiO5,Al2O5Si,"{'Al': 2.0, 'Si': 1.0, 'O': 5.0}",9000919
R050258,Al2SiO5,Al2O5Si,"{'Al': 2.0, 'Si': 1.0, 'O': 5.0}",9000920
R050258,Al2SiO5,Al2O5Si,"{'Al': 2.0, 'Si': 1.0, 'O': 5.0}",9000921
R050258,Al2SiO5,Al2O5Si,"{'Al': 2.0, 'Si': 1.0, 'O': 5.0}",9000922
R050258,Al2SiO5,Al2O5Si,"{'Al': 2.0, 'Si': 1.0, 'O': 5.0}",9001408
R050258,Al2SiO5,Al2O5Si,"{'Al': 2.0, 'Si': 1.0, 'O': 5.0}",9001831
R050258,Al2SiO5,Al2O5Si,"{'Al': 2.0, 'Si': 1.0, 'O': 5.0}",9001832
R050258,Al2SiO5,Al2O5Si,"{'Al': 2.0, 'Si': 1.0, 'O': 5.0}",9001833
R050258,Al2SiO5,Al2O5Si,"{'Al': 2.0, 'Si': 1.0, 'O': 5.0}",9001834
